trade_date,index,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
20181116,0,300760.SZ,112.05,114.0,109.66,110.65,112.0,-1.35,-1.2054,69091.66,771444.135
20181115,1,300760.SZ,110.86,112.78,109.2,112.0,111.86,0.14,0.1252,67308.72,749711.334
20181114,2,300760.SZ,108.03,113.6,108.01,111.86,110.06,1.8,1.6355,85021.81,943916.114
20181113,3,300760.SZ,110.0,117.0,108.53,110.06,112.01,-1.95,-1.7409,136396.29,1539492.049
20181112,4,300760.SZ,109.92,112.77,109.17,112.01,110.78,1.23,1.1103,79923.19,889722.777
20181109,5,300760.SZ,107.5,113.8,107.0,110.78,109.28,1.5,1.3726,87032.55,969217.062
20181108,6,300760.SZ,112.0,112.99,107.79,109.28,110.0,-0.72,-0.6545,90427.12,999397.652
20181107,7,300760.SZ,112.65,113.68,108.7,110.0,112.66,-2.66,-2.3611,115595.22,1285698.03
20181106,8,300760.SZ,100.7,112.66,99.85,112.66,102.42,10.24,9.998,135297.4,1425402.758
20181105,9,300760.SZ,104.88,106.57,99.45,102.42,105.4,-2.98,-2.8273,133495.37,1373603.233
20181102,10,300760.SZ,106.29,107.38,102.67,105.4,102.33,3.07,3.0001,162176.63,1701272.338
20181101,11,300760.SZ,100.98,105.6,99.1,102.33,99.0,3.33,3.3636,156641.45,1601231.269
20181031,12,300760.SZ,97.8,101.94,97.8,99.0,97.35,1.65,1.6949,135227.23,1347886.601
20181030,13,300760.SZ,96.5,99.9,92.71,97.35,97.52,-0.17,-0.1743,140057.35,1350378.208
20181029,14,300760.SZ,96.5,98.36,94.01,97.52,97.2,0.32,0.3292,102860.18,994737.034
20181026,15,300760.SZ,99.8,103.0,92.51,97.2,99.58,-2.38,-2.39,182721.24,1778309.679
20181025,16,300760.SZ,93.12,101.37,93.12,99.58,97.05,2.53,2.6069,193153.38,1871745.883
20181024,17,300760.SZ,95.39,100.5,95.2,97.05,94.7,2.35,2.4815,241499.84,2351484.901
20181023,18,300760.SZ,102.0,105.8,94.67,94.7,97.98,-3.28,-3.3476,329626.14,3319210.156
20181022,19,300760.SZ,94.0,97.98,92.01,97.98,89.07,8.91,10.0034,176857.66,1689793.609
20181019,20,300760.SZ,79.5,89.07,79.4,89.07,80.97,8.1,10.0037,353192.06,3011157.565
20181018,21,300760.SZ,85.03,85.03,73.38,80.97,77.3,3.67,4.7477,557185.41,4493959.114
20181017,22,300760.SZ,77.3,77.3,77.3,77.3,70.27,7.03,10.0043,1865.47,14420.083
20181016,23,300760.SZ,58.56,70.27,58.56,70.27,48.8,21.47,43.9959,4199.48,29448.511
