trade_date,index,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
20181116,0,300308.SZ,47.32,49.39,46.75,48.51,47.32,1.19,2.5148,69243.94,331737.523
20181115,1,300308.SZ,46.4,47.4,45.89,47.32,46.4,0.92,1.9828,65016.12,303976.825
20181114,2,300308.SZ,46.31,47.7,45.85,46.4,46.32,0.08,0.1727,65937.16,308327.535
20181113,3,300308.SZ,44.51,47.58,44.25,46.32,45.0,1.32,2.9333,108735.84,504533.974
20181112,4,300308.SZ,43.15,45.68,42.9,45.0,43.17,1.83,4.2391,85886.51,381540.19
20181109,5,300308.SZ,42.05,44.48,42.05,43.17,42.6,0.57,1.338,78690.9,342001.529
20181108,6,300308.SZ,45.0,45.2,42.37,42.6,44.62,-2.02,-4.5271,85068.76,370922.244
20181107,7,300308.SZ,43.9,47.0,43.18,44.62,44.35,0.27,0.6088,99921.47,448595.435
20181106,8,300308.SZ,43.67,44.5,42.31,44.35,43.52,0.83,1.9072,71345.38,310540.073
20181105,9,300308.SZ,43.13,45.4,42.33,43.52,42.9,0.62,1.4452,146059.75,641717.954
20181102,10,300308.SZ,42.0,42.9,41.11,42.9,39.0,3.9,10.0,108204.07,454653.234
20181101,11,300308.SZ,38.12,39.93,38.12,39.0,37.98,1.02,2.6856,64135.27,250294.344
20181031,12,300308.SZ,38.47,38.87,37.38,37.98,38.26,-0.28,-0.7318,53515.58,204369.933
20181030,13,300308.SZ,40.3,40.3,36.51,38.26,40.49,-2.23,-5.5075,77455.02,294518.726
20181029,14,300308.SZ,39.79,41.2,39.73,40.49,39.9,0.59,1.4787,34585.43,140147.348
20181026,15,300308.SZ,41.01,41.69,39.8,39.9,40.4,-0.5,-1.2376,39379.51,160153.963
20181025,16,300308.SZ,39.3,40.76,38.88,40.4,40.77,-0.37,-0.9075,47309.41,187453.903
20181024,17,300308.SZ,41.15,41.95,40.45,40.77,41.51,-0.74,-1.7827,36155.75,148704.114
20181023,18,300308.SZ,42.34,43.16,40.94,41.51,42.76,-1.25,-2.9233,52098.38,218834.556
20181022,19,300308.SZ,40.4,42.95,39.95,42.76,39.59,3.17,8.0071,72730.34,301897.662
20181019,20,300308.SZ,36.97,39.59,36.6,39.59,37.95,1.64,4.3215,51457.49,198865.958
20181018,21,300308.SZ,38.17,38.9,37.52,37.95,38.84,-0.89,-2.2915,29751.08,113706.854
20181017,22,300308.SZ,38.98,39.43,37.18,38.84,38.07,0.77,2.0226,42236.3,162497.903
20181016,23,300308.SZ,38.21,39.28,37.8,38.07,38.61,-0.54,-1.3986,29290.62,112382.823
20181015,24,300308.SZ,38.7,39.98,38.2,38.61,38.5,0.11,0.2857,45945.34,179584.147
20181012,25,300308.SZ,37.74,38.99,36.25,38.5,38.2,0.3,0.7853,57125.12,216002.652
20181011,26,300308.SZ,39.44,40.07,37.5,38.2,41.53,-3.33,-8.0183,60703.42,236667.891
20181010,27,300308.SZ,44.28,44.79,39.68,41.53,44.03,-2.5,-5.6779,70885.06,295109.531
20181009,28,300308.SZ,44.77,45.44,43.27,44.03,44.19,-0.16,-0.3621,49400.6,219935.204
20181008,29,300308.SZ,41.18,45.4,41.18,44.19,43.3,0.89,2.0554,93291.52,407155.581
20180928,30,300308.SZ,42.7,43.32,41.59,43.3,42.57,0.73,1.7148,37277.66,158820.472
20180927,31,300308.SZ,44.52,44.62,42.52,42.57,44.29,-1.72,-3.8835,52107.65,226200.465
