trade_date,index,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
20181116,0,600027.SH,4.42,4.54,4.35,4.35,4.43,-0.08,-1.8059,289429.49,128539.442
20181115,1,600027.SH,4.39,4.49,4.38,4.43,4.39,0.04,0.9112,213546.66,94825.056
20181114,2,600027.SH,4.46,4.51,4.32,4.39,4.45,-0.06,-1.3483,281259.04,124671.347
20181113,3,600027.SH,4.4,4.5,4.39,4.45,4.43,0.02,0.4515,201154.92,89719.311
20181112,4,600027.SH,4.29,4.45,4.29,4.43,4.22,0.21,4.9763,324094.4,142412.126
20181109,5,600027.SH,4.3,4.32,4.17,4.22,4.27,-0.05,-1.171,235879.7,100323.893
20181108,6,600027.SH,4.32,4.37,4.25,4.27,4.28,-0.01,-0.2336,234550.95,101477.718
20181107,7,600027.SH,4.26,4.36,4.23,4.28,4.23,0.05,1.182,264392.35,113922.652
20181106,8,600027.SH,4.22,4.31,4.18,4.23,4.23,0.0,0.0,196852.28,83334.711
20181105,9,600027.SH,4.22,4.24,4.12,4.23,4.23,0.0,0.0,137322.05,57634.607
20181102,10,600027.SH,4.19,4.25,4.1,4.23,4.14,0.09,2.1739,214203.41,89780.777
20181101,11,600027.SH,4.17,4.18,4.11,4.14,4.16,-0.02,-0.4808,164006.6,67896.422
20181031,12,600027.SH,4.02,4.16,3.98,4.16,4.0,0.16,4.0,244648.39,100598.291
20181030,13,600027.SH,3.86,4.01,3.84,4.0,3.86,0.14,3.6269,240770.51,95416.632
20181029,14,600027.SH,3.79,3.93,3.75,3.86,3.77,0.09,2.3873,276588.5,106710.498
20181026,15,600027.SH,3.81,3.81,3.75,3.77,3.79,-0.02,-0.5277,135481.07,51178.874
20181025,16,600027.SH,3.67,3.79,3.62,3.79,3.79,0.0,0.0,157099.14,58467.15
20181024,17,600027.SH,3.82,3.82,3.65,3.79,3.78,0.01,0.2646,348342.52,129891.336
20181023,18,600027.SH,4.04,4.04,3.77,3.78,4.04,-0.26,-6.4356,375693.18,144895.976
20181022,19,600027.SH,3.84,4.07,3.84,4.04,3.81,0.23,6.0367,171696.93,68734.559
20181019,20,600027.SH,3.73,3.86,3.72,3.81,3.77,0.04,1.061,216326.76,81859.26
20181018,21,600027.SH,3.92,3.96,3.69,3.77,3.94,-0.17,-4.3147,210575.44,80142.162
20181017,22,600027.SH,3.94,3.98,3.9,3.94,3.9,0.04,1.0256,116312.69,45829.726
20181016,23,600027.SH,3.9,4.0,3.83,3.9,3.91,-0.01,-0.2558,189531.71,74297.348
20181015,24,600027.SH,3.97,4.03,3.9,3.91,4.0,-0.09,-2.25,94176.85,37314.145
20181012,25,600027.SH,3.97,4.03,3.92,4.0,4.0,0.0,0.0,194687.12,77708.604
20181011,26,600027.SH,4.01,4.04,3.92,4.0,4.1,-0.1,-2.439,248634.31,99082.806
20181010,27,600027.SH,4.14,4.15,4.08,4.1,4.09,0.01,0.2445,110794.5,45444.288
20181009,28,600027.SH,4.11,4.18,4.06,4.09,4.12,-0.03,-0.7282,181741.99,74763.939
20181008,29,600027.SH,4.15,4.22,4.08,4.12,4.2,-0.08,-1.9048,249635.96,103166.678
20180928,30,600027.SH,4.16,4.24,4.15,4.2,4.18,0.02,0.4785,218074.04,91808.247
20180927,31,600027.SH,4.16,4.23,4.13,4.18,4.13,0.05,1.2107,212436.4,88818.014
20180926,32,600027.SH,4.18,4.24,4.11,4.13,4.17,-0.04,-0.9592,256832.17,106937.114
20180925,33,600027.SH,4.11,4.2,4.09,4.17,4.11,0.06,1.4599,283369.79,118153.231
20180921,34,600027.SH,4.16,4.21,4.08,4.11,4.13,-0.02,-0.4843,366123.63,151241.184
20180920,35,600027.SH,4.18,4.19,4.09,4.13,4.2,-0.07,-1.6667,270164.3,111809.918
20180919,36,600027.SH,4.1,4.25,4.05,4.2,4.11,0.09,2.1898,425525.29,177781.37
20180918,37,600027.SH,3.99,4.17,3.96,4.11,3.99,0.12,3.0075,378945.9,154437.604
20180917,38,600027.SH,3.91,4.02,3.9,3.99,3.97,0.02,0.5038,264396.33,104905.746
20180914,39,600027.SH,3.81,4.02,3.65,3.97,3.85,0.12,3.1169,545046.68,211192.759
