trade_date,index,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
20181116,0,600326.SH,7.36,7.59,7.26,7.44,7.38,0.06,0.813,444832.58,331833.817
20181115,1,600326.SH,7.21,7.41,7.21,7.38,7.3,0.08,1.0959,248068.17,181809.068
20181114,2,600326.SH,7.33,7.55,7.26,7.3,7.4,-0.1,-1.3514,366721.82,271579.822
20181113,3,600326.SH,7.2,7.49,7.15,7.4,7.3,0.1,1.3699,373217.73,272575.87
20181112,4,600326.SH,7.12,7.32,7.1,7.3,7.17,0.13,1.8131,221879.45,160139.638
20181109,5,600326.SH,7.18,7.32,7.15,7.17,7.2,-0.03,-0.4167,213364.28,154015.934
20181108,6,600326.SH,7.35,7.46,7.18,7.2,7.33,-0.13,-1.7735,288750.05,211644.678
20181107,7,600326.SH,7.41,7.45,7.3,7.33,7.52,-0.19,-2.5266,403284.36,296590.956
20181106,8,600326.SH,7.08,7.59,7.03,7.52,7.11,0.41,5.7665,670984.19,491794.045
20181105,9,600326.SH,7.07,7.14,7.0,7.11,7.13,-0.02,-0.2805,267400.47,189362.802
20181102,10,600326.SH,7.07,7.17,7.0,7.13,7.0,0.13,1.8571,378455.54,268662.829
20181101,11,600326.SH,7.25,7.33,6.98,7.0,6.95,0.05,0.7194,428831.99,304837.939
20181031,12,600326.SH,6.8,7.13,6.75,6.95,6.8,0.15,2.2059,381262.88,267320.7
20181030,13,600326.SH,6.76,6.87,6.55,6.8,6.75,0.05,0.7407,239497.19,161277.457
20181029,14,600326.SH,6.86,6.92,6.7,6.75,6.86,-0.11,-1.6035,165875.77,112529.5
20181026,15,600326.SH,6.91,7.07,6.8,6.86,6.89,-0.03,-0.4354,229189.23,158887.865
20181025,16,600326.SH,6.7,6.94,6.64,6.89,7.03,-0.14,-1.9915,278670.27,189600.829
20181024,17,600326.SH,6.79,7.18,6.55,7.03,6.83,0.2,2.9283,437202.37,300657.675
20181023,18,600326.SH,6.91,7.1,6.81,6.83,6.97,-0.14,-2.0086,354665.45,246439.007
20181022,19,600326.SH,6.68,6.98,6.62,6.97,6.59,0.38,5.7663,397605.53,272288.726
20181019,20,600326.SH,6.26,6.7,6.17,6.59,6.54,0.05,0.7645,334411.58,216537.411
20181018,21,600326.SH,6.97,6.97,6.45,6.54,7.1,-0.56,-7.8873,393895.58,263568.296
20181017,22,600326.SH,7.05,7.16,6.88,7.1,6.97,0.13,1.8651,417289.75,293909.573
