trade_date,index,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
20181116,0,600667.SH,5.84,5.99,5.8,5.95,5.83,0.12,2.0583,237338.61,140478.892
20181115,1,600667.SH,5.83,5.85,5.74,5.83,5.8,0.03,0.5172,157225.4,91203.333
20181114,2,600667.SH,5.71,5.91,5.68,5.8,5.74,0.06,1.0453,208243.79,120704.333
20181113,3,600667.SH,5.6,5.78,5.57,5.74,5.66,0.08,1.4134,158908.27,90517.608
20181112,4,600667.SH,5.46,5.67,5.45,5.66,5.47,0.19,3.4735,139498.99,78175.087
20181109,5,600667.SH,5.52,5.53,5.46,5.47,5.55,-0.08,-1.4414,86473.18,47488.749
20181108,6,600667.SH,5.69,5.69,5.51,5.55,5.59,-0.04,-0.7156,87674.6,48916.896
20181107,7,600667.SH,5.59,5.71,5.56,5.59,5.57,0.02,0.3591,135659.56,76519.351
20181106,8,600667.SH,5.6,5.6,5.49,5.57,5.62,-0.05,-0.8897,92214.86,51130.752
20181105,9,600667.SH,5.6,5.72,5.54,5.62,5.59,0.03,0.5367,146424.64,82551.538
20181102,10,600667.SH,5.54,5.63,5.51,5.59,5.46,0.13,2.381,146391.38,81457.129
20181101,11,600667.SH,5.44,5.57,5.43,5.46,5.42,0.04,0.738,129351.04,71100.599
20181031,12,600667.SH,5.36,5.49,5.35,5.42,5.36,0.06,1.1194,93193.94,50745.244
20181030,13,600667.SH,5.3,5.42,5.22,5.36,5.32,0.04,0.7519,102552.48,54912.985
20181029,14,600667.SH,5.36,5.44,5.28,5.32,5.38,-0.06,-1.1152,82448.49,44092.888
20181026,15,600667.SH,5.3,5.44,5.29,5.38,5.25,0.13,2.4762,136128.27,73183.476
20181025,16,600667.SH,5.15,5.27,5.09,5.25,5.34,-0.09,-1.6854,103968.78,53845.098
20181024,17,600667.SH,5.3,5.45,5.29,5.34,5.36,-0.02,-0.3731,98767.28,52928.084
20181023,18,600667.SH,5.5,5.52,5.25,5.36,5.5,-0.14,-2.5455,197291.9,105841.518
20181022,19,600667.SH,5.23,5.63,5.2,5.5,5.2,0.3,5.7692,213943.46,115891.096
20181019,20,600667.SH,5.01,5.21,5.0,5.2,5.09,0.11,2.1611,114593.83,58886.805
20181018,21,600667.SH,5.09,5.15,5.04,5.09,5.14,-0.05,-0.9728,105976.09,53942.032
20181017,22,600667.SH,5.08,5.17,4.95,5.14,5.0,0.14,2.8,121713.31,62034.644
20181016,23,600667.SH,5.13,5.2,4.97,5.0,5.12,-0.12,-2.3438,104629.92,53443.241
20181015,24,600667.SH,5.12,5.25,5.08,5.12,5.1,0.02,0.3922,133401.93,69187.885
20181012,25,600667.SH,5.39,5.4,4.89,5.1,5.43,-0.33,-6.0773,288555.59,147026.819
20181011,26,600667.SH,5.78,5.84,5.43,5.43,6.03,-0.6,-9.9502,180715.1,101088.655
20181010,27,600667.SH,5.98,6.04,5.94,6.03,5.97,0.06,1.005,68492.29,41141.41
20181009,28,600667.SH,6.03,6.06,5.95,5.97,5.98,-0.01,-0.1672,52746.25,31625.879
20181008,29,600667.SH,6.04,6.08,5.96,5.98,6.17,-0.19,-3.0794,98484.48,59330.88
20180928,30,600667.SH,6.17,6.23,6.17,6.17,6.16,0.01,0.1623,68642.41,42515.563
20180927,31,600667.SH,6.29,6.3,6.16,6.16,6.29,-0.13,-2.0668,107719.27,67047.171
20180926,32,600667.SH,6.33,6.36,6.25,6.29,6.32,-0.03,-0.4747,126656.07,79940.721
20180925,33,600667.SH,6.26,6.35,6.25,6.32,6.34,-0.02,-0.3155,108306.15,68319.92
20180921,34,600667.SH,6.2,6.35,6.12,6.34,6.17,0.17,2.7553,163456.37,102198.997
20180920,35,600667.SH,6.27,6.29,6.17,6.17,6.26,-0.09,-1.4377,80028.19,49792.428
20180919,36,600667.SH,6.15,6.33,6.13,6.26,6.18,0.08,1.2945,128376.0,80241.643
20180918,37,600667.SH,6.02,6.19,6.02,6.18,6.09,0.09,1.4778,99346.39,60861.092
20180917,38,600667.SH,6.22,6.22,6.08,6.09,6.21,-0.12,-1.9324,81324.94,49780.355
20180914,39,600667.SH,6.3,6.34,6.2,6.21,6.18,0.03,0.4854,145188.06,91208.503
20180913,40,600667.SH,6.2,6.25,6.08,6.18,6.15,0.03,0.4878,107798.26,66347.281
20180912,41,600667.SH,6.21,6.22,6.13,6.15,6.18,-0.03,-0.4854,81211.92,50041.996
20180911,42,600667.SH,6.18,6.26,6.12,6.18,6.17,0.01,0.1621,67114.77,41513.563
20180910,43,600667.SH,6.4,6.43,6.14,6.17,6.42,-0.25,-3.8941,117320.08,73533.014
20180907,44,600667.SH,6.55,6.65,6.4,6.42,6.56,-0.14,-2.1341,105089.29,68374.064
20180906,45,600667.SH,6.57,6.71,6.52,6.56,6.56,0.0,0.0,83678.55,55219.818
20180905,46,600667.SH,6.7,6.71,6.5,6.56,6.71,-0.15,-2.2355,78105.51,51690.963
20180904,47,600667.SH,6.6,6.75,6.57,6.71,6.6,0.11,1.6667,89235.51,59581.657
20180903,48,600667.SH,6.7,6.7,6.42,6.6,6.67,-0.07,-1.0495,116745.45,76315.719
20180831,49,600667.SH,6.81,6.85,6.66,6.67,6.82,-0.15,-2.1994,126790.36,85308.728
20180830,50,600667.SH,7.01,7.02,6.81,6.82,6.99,-0.17,-2.432,114164.84,78732.674
20180829,51,600667.SH,7.04,7.04,6.95,6.99,7.05,-0.06,-0.8511,79556.19,55577.033
20180828,52,600667.SH,7.08,7.1,7.0,7.05,7.08,-0.03,-0.4237,114212.48,80519.901
20180827,53,600667.SH,6.95,7.09,6.93,7.08,6.93,0.15,2.1645,128236.94,90268.713
20180824,54,600667.SH,7.01,7.04,6.91,6.93,7.03,-0.1,-1.4225,99045.78,68969.793
20180823,55,600667.SH,6.97,7.08,6.96,7.03,6.97,0.06,0.8608,80706.5,56808.302
20180822,56,600667.SH,7.09,7.1,6.96,6.97,7.11,-0.14,-1.9691,88271.0,61978.025
20180821,57,600667.SH,7.07,7.17,7.04,7.11,7.11,0.0,0.0,121229.24,86149.059
20180820,58,600667.SH,6.99,7.11,6.93,7.11,7.04,0.07,0.9943,148352.07,104158.25
20180817,59,600667.SH,7.21,7.23,7.01,7.04,7.13,-0.09,-1.2623,126961.36,90226.658
20180816,60,600667.SH,7.0,7.19,6.95,7.13,7.12,0.01,0.1404,151325.28,107477.951
20180815,61,600667.SH,7.26,7.32,7.12,7.12,7.32,-0.2,-2.7322,160258.93,115481.644
20180814,62,600667.SH,7.38,7.42,7.22,7.32,7.43,-0.11,-1.4805,142068.24,103977.422
20180813,63,600667.SH,7.24,7.47,7.19,7.43,7.36,0.07,0.9511,216342.73,158473.437
20180810,64,600667.SH,7.35,7.4,7.29,7.36,7.37,-0.01,-0.1357,168914.95,124090.28
20180809,65,600667.SH,7.08,7.44,7.05,7.37,7.11,0.26,3.6568,313615.85,230108.723
20180808,66,600667.SH,7.24,7.33,7.02,7.11,7.31,-0.2,-2.736,211540.41,151384.362
20180807,67,600667.SH,7.23,7.33,7.15,7.31,7.1,0.21,2.9577,203206.39,147450.291
20180806,68,600667.SH,7.11,7.25,7.01,7.1,7.11,-0.01,-0.1406,135607.1,96466.023
20180803,69,600667.SH,7.14,7.21,7.0,7.11,7.17,-0.06,-0.8368,175370.92,124750.01
20180802,70,600667.SH,7.13,7.2,6.89,7.17,7.15,0.02,0.2797,255460.6,180471.368
20180801,71,600667.SH,7.4,7.47,7.13,7.15,7.38,-0.23,-3.1165,223015.79,163415.52
20180731,72,600667.SH,7.38,7.45,7.26,7.38,7.39,-0.01,-0.1353,148907.35,109668.318
20180730,73,600667.SH,7.52,7.58,7.33,7.39,7.55,-0.16,-2.1192,192888.64,143411.329
20180727,74,600667.SH,7.63,7.71,7.53,7.55,7.66,-0.11,-1.436,180928.02,137602.182
20180726,75,600667.SH,7.79,7.79,7.62,7.66,7.79,-0.13,-1.6688,258143.89,198596.475
20180725,76,600667.SH,7.75,7.88,7.59,7.79,7.7,0.09,1.1688,474915.41,366993.968
20180724,77,600667.SH,7.67,7.75,7.58,7.7,7.57,0.13,1.7173,372799.91,286126.445
20180723,78,600667.SH,7.44,7.63,7.42,7.57,7.48,0.09,1.2032,234561.4,176805.589
20180720,79,600667.SH,7.33,7.52,7.25,7.48,7.33,0.15,2.0464,202254.58,149823.217
20180719,80,600667.SH,7.46,7.5,7.25,7.33,7.48,-0.15,-2.01,211240.05,155479.032
